SK_ID_CURR,TARGET,AMT_INCOME_TOTAL,AMT_CREDIT_SUM
107107,0,157500,16848
107119,1,135000,450000
107124,0,450000,337680
107135,0,247500,764100
107138,1,225000,46134
107161,0,135000,166657.5
107163,0,225000,2592000
107164,0,252000,450000
107176,0,315000,229254.2
107183,0,126000,65551.5
107185,0,117000,179010
107190,0,157500,246901.5
107191,0,180000,640714.5
107199,0,243000,135000
107205,0,225000,58383
107206,0,202500,330750
107224,0,112500,378000
107229,0,189000,270000
107230,0,405000,630000
107233,0,135000,450000
107241,0,81000,22500
107253,0,247500,95035.5
107258,0,270000,648000
107262,0,189000,315000
107265,0,193500,122463
107266,0,315000,90000
107271,0,225000,144081
107277,0,202500,435600
107284,0,270000,4751456
107291,0,225000,0
107303,1,81000,32791.5
107304,0,270000,244620
107308,0,135000,225000
107330,0,315000,1350000
107338,0,315000,430848
107339,0,40500,157500
107345,0,135000,67423.5
107354,0,112500,40545
107358,0,225000,50564.25
107375,0,252000,59310
107381,0,360000,675000
107386,0,292500,74475
107388,0,202500,135004.5
107393,0,261000,152820
107410,0,157500,71707.95
107415,0,315000,0
107432,0,391500,159390
107451,0,270000,675000
107453,0,135000,18000
107455,0,112500,143019
107456,0,225000,2335500
107458,0,121500,0
107484,0,112500,30636
107485,0,99000,0
107486,0,112500,262822.5
107488,0,270000,22500
107493,0,202500,157500
107499,0,112500,270000
107505,0,67500,61515
107506,0,202500,119682
107511,0,225000,119053.8
107513,0,315000,70191
107523,0,144000,158427
107533,1,157500,565326
107538,0,90000,66663
107539,0,180000,90720
107548,0,135000,1.0215e+07
107549,0,180000,475686
107558,0,315000,81000
107560,0,216000,111609
107567,0,180000,78336
107570,0,121500,161730
107573,0,90000,225000
107575,0,162000,180000
107581,1,67500,246015
107594,0,204750,90000
107598,0,90000,52074
107616,0,315000,135000
107620,0,180000,4500
107622,0,90000,463918.5
107623,0,135000,571500
107629,0,211500,22500
107630,0,180000,0
107631,0,180000,14564.34
107632,0,112500,80851.5
107633,0,112500,38700
107638,0,157500,225000
107640,0,81000,55177.2
107641,1,180000,319500
107647,0,90000,265500
107651,0,202500,405000
107653,0,157500,254700
107656,0,121500,62887.86
107658,0,135000,90000
107661,0,202500,32119.38
107664,0,112500,94230
107666,0,112500,139668.8
107689,0,157500,72524.16
107696,0,202500,675000
107699,0,391500,1552500
107700,0,112500,225000
107701,0,202500,115479
107706,0,103500,67500
107735,0,261000,188383.5
107748,0,247500,0
107759,0,202500,33714
107762,0,283185,1.125e+07
107769,0,90000,179110.6
107770,0,90000,25663.77
107774,1,463500,360000
107779,1,216000,30110.4
107788,0,135000,116550
107793,0,157500,663682.5
107797,0,157500,450000
107802,0,360000,108000
107812,0,612000,151569
107816,0,157500,135000
107830,0,360000,13500
107852,0,202500,67500
107857,0,135000,195750
107858,0,180000,7335000
107860,0,180000,71293.5
107868,0,270000,1747661
107869,0,202500,40500
107885,0,135000,119896.2
107886,0,90000,49027.5
107888,0,270000,270000
107890,0,180000,1350000
107893,0,157500,319500
107896,0,162000,855000
107899,0,187200,225000
107905,0,81000,22500
107911,0,112500,0
107912,0,112500,47610
107914,0,562500,405000
107916,0,202500,540000
107926,0,270000,1350000
107932,0,112500,50193
107951,0,67500,540000
107965,0,180000,240300
107966,0,135000,54675
107971,0,270000,87948
107973,0,225000,270000
107981,0,99000,21483.9
107987,0,180000,0
107988,0,157500,103581
107991,0,247500,243000
108009,0,225000,675000
108015,0,67500,67500
108033,0,90000,124875
108034,0,76500,49770
108036,0,153000,720000
108049,0,72000,18589.86
108052,0,90000,93375
108058,0,157500,1732500
108061,0,121500,88866
108076,0,198000,27972
108078,0,292500,0
108081,0,72000,17653.5
108088,0,112500,284400
108091,0,135000,252243
108098,0,135000,4500
108103,0,202500,48252.42
108107,0,180000,80977.5
108118,0,121500,45000
108133,0,472500,2025000
108136,0,247500,1615500
108144,0,360000,439425
108158,0,135000,148500
108159,0,135000,225000
108167,0,157500,37616.4
108172,0,202500,45000
108186,0,157500,68085
108191,0,180000,57501
108193,0,292500,675000
108199,0,112500,0
108201,1,247500,22756.5
108211,0,195750,144000
108215,0,157500,1921176
108216,0,720000,93105
108226,0,103500,135000
108233,0,202500,15362.46
108247,0,202500,349650
108255,1,202500,225000
108261,0,112500,35802
108262,0,315000,225000
108269,0,135000,27205.65
108277,0,202500,1350000
108278,0,225000,210116.2
108281,0,247500,67500
108288,0,351000,675000
108301,0,220500,314608.5
108302,0,63000,900000
108307,1,72000,77645.97
108308,0,337500,900000
108315,0,130500,45000
108317,0,162000,26429.35
108325,0,180000,183645
108348,0,387000,157500
108360,0,157500,117504
108380,0,202500,254533.5
108385,0,180000,133065
108387,1,112500,225000
108388,0,112500,166477.5
108391,0,450000,145354.5
108393,0,225000,31805.33
108398,0,103500,80457.3
108405,0,112500,38848.5
108406,0,202500,0
108413,0,135000,128340
108417,0,99000,86787
108450,1,180000,44856.9
108464,0,225000,1350000
108465,0,225000,0
108484,1,180000,22500
108489,0,157500,315000
108496,0,162000,450000
108498,0,180000,477000
108502,0,247500,38250
108503,0,72000,42390
108509,0,225000,27000
108515,0,450000,1125000
108516,0,99000,30091.5
108518,1,180000,35631
108525,0,198000,4500
108527,0,202500,25420.5
108531,0,261000,459000
108542,0,180000,225000
108547,0,45000,32841
108556,0,247500,675000
108574,0,180000,33939
108577,0,139500,25245
108585,0,292500,116550
108586,0,270000,1800000
108587,0,225000,51286.5
108593,0,112500,2394000
108605,0,202500,114057
108608,0,180000,42543
108611,0,112500,213435
108614,0,225000,135000
108615,0,180000,44100
108632,0,315000,0
108639,0,292500,1800000
108640,0,112500,225000
108642,0,270000,63574.2
108644,0,180000,123750
108659,0,126000,72157.5
108661,0,292500,58909.68
108664,0,135000,15938.91
108678,0,135000,864000
108696,0,135000,75168
108697,0,360000,55278.54
108700,0,76500,58101.75
108705,1,90000,162000
108713,0,216000,90000
108714,1,157500,47637
108719,1,315000,900000
108744,0,81000,64858.5
108752,1,157500,112500
108755,0,450000,13500
108757,0,112500,135000
108762,0,157500,36625.5
108764,0,270000,157500
108765,0,121500,135000
108773,0,225000,23966.1
108778,1,72000,0
108781,0,540000,450000
108793,0,112500,132043.5
108805,0,135000,73084.5
108806,0,247500,661500
108808,0,135000,65344.5
108815,0,112500,121500
108818,0,130500,88560
108819,0,360000,900000
108821,0,202500,324000
108824,0,171000,68329.35
108836,0,99000,355500
108845,0,135000,211500
108859,0,121500,49500
108863,0,126000,143199
108867,0,630000,2700000
108868,0,202500,50850
108872,0,72000,120555
108877,0,193500,675000
108882,0,157500,67500
108890,1,67500,0
108896,0,135000,454500
108898,0,405000,67500
108905,0,225000,270000
108919,0,112500,79344
108921,0,382500,192262.5
108924,0,103500,55350
108932,0,126000,135000
108945,0,112500,73224
108952,0,90000,79038
108957,0,225000,89550
108964,0,81000,246600
108972,0,135000,54000
108974,0,157500,32325.66
108996,0,157500,94018.5
109005,0,157500,618030
109006,0,315000,225000
109019,0,270000,529506
109023,1,76500,56223
109033,0,157500,67500
109036,0,45000,120600
109052,0,292500,25645.5
109054,0,162000,49576.05
109057,0,193500,171144
109058,0,135000,117000
109078,0,180000,391500
109080,0,67500,31337.82
109087,0,265500,49500
109090,0,135000,54000
109091,0,225000,450000
109115,0,90000,17839.67
109124,0,180000,19800
109128,0,234000,121306.5
109137,0,162000,180000
109151,0,540000,819000
109156,0,112500,288000
109165,0,171000,37120.5
109173,0,148500,24745.5
109174,0,180000,111024
109200,0,121500,203850
109201,0,90000,324000
109207,0,153000,180000
109212,0,270000,65700
109218,0,180000,48094.29
109222,0,202500,102595.5
109225,1,180000,405000
109234,0,112500,225000
109248,0,247500,270000
109254,0,202500,36472.95
109256,0,87750,48730.5
109264,0,157500,13500
109265,0,157500,450000
109266,1,157500,112500
109275,1,315000,270000
109283,0,157500,103455
109284,0,202500,148365
109291,0,117000,42556.5
109292,0,225000,2025000
109296,0,90000,135000
109300,0,157500,0
109301,0,180000,99000
109305,0,270000,225000
109307,0,270000,347490
109313,0,270000,45000
109324,0,225000,4500
109333,0,76500,225000
109344,0,135000,10035
109345,0,310500,193500
109351,1,112500,22500
109353,0,157500,135000
109356,0,157500,0
109366,0,171000,67116.2
109378,0,157500,90000
109383,0,351000,1854000
109386,0,144000,370912.5
109391,0,162000,156034.7
109398,0,270000,79902
109402,0,243000,99000
109418,0,202500,135000
109423,0,157500,67500
109424,0,225000,180000
109433,0,450000,0
109436,1,103500,57127.5
109444,0,135000,90000
109448,0,247500,216000
109455,0,90000,28908
109466,0,270000,139126.5
109472,0,157500,260550
109480,0,105120,131143.5
109487,0,157500,19120.5
109494,0,90000,90000
109495,0,225000,0
109507,0,202500,216000
109513,0,252000,29200.5
109514,0,123750,62734.5
109516,0,180000,112500
109517,0,270000,269469
109519,0,135000,135000
109521,0,225000,90000
109552,0,450000,2250000
109562,1,427500,472500
109573,0,157500,67500
109575,0,67500,44329.5
109576,0,90000,195409.2
109581,0,243000,233100
109587,0,99000,810000
109589,0,225000,0
109590,0,171000,99036
109591,0,90000,66114
109602,0,243000,146529
109608,1,252000,76500
109619,1,270000,57415.5
109621,0,67500,706842
109629,0,135000,128349
109636,0,67500,3420000
109641,0,247500,755632.2
109644,0,270000,137614.5
109654,0,135000,450000
109669,0,180000,100350
109672,0,112500,284580
109674,0,225000,225000
109679,0,225000,225000
109682,0,247500,2250000
109684,0,261000,51885
109685,0,157500,450000
109691,0,202500,67500
109695,0,144000,153187.2
109705,0,135000,726165
109706,0,270000,85522.5
109708,0,225000,102595.2
109715,0,126000,151200
109718,0,225000,274500
109720,0,90000,43690.5
109736,0,157500,89145
109759,0,202500,124200
109761,0,121500,23395.5
109763,0,202500,360000
109766,0,90000,45000
109767,0,112500,93240
109775,0,180000,133299
109780,0,292500,481500
109781,0,315000,432000
109782,0,72000,1137150
109788,0,157500,347283
109796,0,225000,19235.7
109811,0,202500,180000
109827,1,180000,190458
109832,0,270000,81279
109847,1,157500,321525
109852,0,202500,76662
109863,0,202500,8550
109867,0,225000,4500
109868,0,225000,450000
109879,0,180000,9000
109880,0,157500,94855.05
109882,0,157500,594000
109889,0,81000,80280
109895,1,180000,101128.5
109902,0,202500,225000
109921,0,180000,61258.32
109925,0,112500,25058.07
109927,0,90000,13500
109929,0,247500,32458.5
109941,1,180000,144382.5
109944,0,157500,25890.84
109945,0,315000,75654
109946,0,135000,1989000
109952,0,94500,78975
109957,0,360000,60428.7
109965,0,225000,67500
109981,0,153000,109917.7
109983,0,202500,120325.5
109999,0,270000,72895.5
110000,0,270000,0
110013,0,74250,112207.5
110020,0,202500,202500
110021,0,171000,180000
110022,0,135000,0
110036,0,112500,86665.5
110037,0,328500,607500
110041,0,225000,50497.92
110045,0,225000,382500
110056,0,180000,64328.94
110062,0,135000,60300
110065,0,270000,49099.5
110066,0,135000,35955
110072,0,225000,37654.74
110079,0,180000,49387.5
110086,0,270000,135000
110103,0,135000,1446615
110112,1,108000,66406.5
110113,0,180000,180000
110128,0,135000,83250
110129,0,135000,295920
110137,0,144000,120172.5
110141,0,157500,1476000
110160,0,90000,139860
110176,0,135000,273942
110209,0,270000,989100
110210,0,135000,0
110215,0,166500,679500
110222,0,157500,27787.5
110229,0,135000,999000
110233,0,90000,63424.08
110238,0,180000,351000
110239,0,202500,360000
110247,0,135000,53550
110248,0,198000,320850
110260,0,360000,81567
110264,1,202500,314100
110279,0,315000,66577.5
110280,0,360000,93145.5
110288,0,315000,204543
110292,0,198000,31626
110300,1,193500,21748.5
110306,0,126000,18379.08
110308,0,117000,157320
110309,0,121500,67500
110330,1,157500,96255
110331,0,227250,900000
110351,0,180000,71518.5
110352,0,315000,2092500
110373,1,90000,38479.23
110374,0,112500,39415.5
110378,0,117000,220500
110382,0,85500,51700.5
110384,0,270000,197806.5
110387,0,202500,135000
110389,0,90000,180000
110396,0,216000,270000
110404,0,157500,13500
110408,0,148500,90000
110414,0,225000,585000
110424,0,90000,103500
110429,1,171000,142762.5
110433,0,202500,699300
110435,0,450000,208927.3
110445,0,157500,0
110446,0,202500,36000
110455,0,247500,1264500
110457,0,360000,675000
110472,0,112500,2677500
110475,0,225000,81810
110477,0,112500,0
110482,0,112500,163240.2
110483,0,292500,22950
110485,1,247500,81140.76
110486,0,135000,65646
110490,0,153000,135000
110493,0,144000,270000
110500,0,103500,31500
110506,0,180000,135000
110507,0,90000,22701.15
110522,0,126000,31750.06
110523,0,180000,30820.5
110525,1,135000,91084.5
110538,0,180000,675000
110539,0,337500,607500
110554,0,225000,373500
110564,0,135000,0
110565,0,171000,810000
110566,0,135000,9180000
110567,0,360000,615608.4
110579,0,135000,93055.5
110583,0,157500,90000
110589,0,225000,900000
110607,0,180000,112500
110616,0,247500,135000
110630,0,225000,4500
110642,0,157500,105030.4
110657,0,135000,48496.5
110658,0,180000,85500
110664,0,180000,51030
110670,0,225000,103225.5
110675,0,540000,1162800
110679,1,337500,30555
110680,0,225000,83897.64
110683,1,112500,828000
110690,0,261000,1710000
110697,0,112500,130500
110700,0,247500,184500
110703,0,90000,76297.5
110704,1,247500,38560.86
110707,0,225000,6372000
110714,0,225000,675000
110719,0,270000,0
110723,0,90000,1008000
110724,0,157500,62391.06
110728,0,193500,90823.5
110732,0,157500,112500
110734,1,225000,27139.5
110735,0,45900,46800
110737,0,135000,60304.5
110738,0,315000,0
110739,0,225000,720396
110743,0,117000,35275.5
110744,0,315000,2754000
110745,0,126000,8988750
110746,0,157500,292500
110750,0,94500,135000
110753,0,247500,251707.5
110759,0,180000,202500
110785,0,225000,137430
110807,0,67500,93312
110808,0,202500,46750.5
110812,1,76500,315000
110830,0,180000,225000
110838,0,247500,51534
110840,0,166500,31472.64
110841,0,135000,137430
110842,0,76500,67500
110854,0,195750,63360
110873,0,315000,1575000
110877,0,315000,450000
110878,0,202500,180000
110880,0,180000,504450
110888,0,450000,278100
110899,1,157500,170640
110904,0,157500,56457
110917,0,247500,135000
110918,1,382500,157500
110922,0,135000,58860
110923,0,270000,108000
110925,0,202500,472500
110930,0,225000,337500
110932,0,270000,0
110935,0,270000,149836.5
110936,0,135000,0
110938,0,135000,20245.5
110940,0,180000,1350000
110941,0,135000,155317.5
110956,0,54000,104368.5
110960,0,135000,135000
110964,0,135000,138707.2
110968,0,292500,180000
110972,0,270000,141750
110995,0,247500,3237291
111005,0,117000,14109.75
111011,0,148500,315000
111014,0,225000,931050
111035,0,427500,540000
111036,0,135000,54198
111037,0,675000,236160
111044,0,99000,48505.5
111057,0,121500,26482.5
111061,0,67500,270000
111067,0,202500,106159.5
111083,0,126000,175500
111089,0,450000,5473980
111093,0,135000,114324.8
111100,0,225000,450000
111101,0,180000,225000
111111,0,315000,49522.5
111118,0,202500,121500
111121,0,108000,229500
111128,0,225000,103500
111136,0,247500,30330
111137,0,225000,450000
111156,1,189000,67500
111160,1,180000,70515
111162,0,112500,294300
111226,0,225000,66478.5
111229,0,157500,45000
111249,0,405000,42984
111252,0,135000,111105
111271,0,315000,225000
111273,0,193792.5,180000
111274,0,157500,26095.5
111288,0,202500,142528.5
111292,0,180000,173565
111298,0,405000,904500
111301,0,157500,0
111304,0,247500,51300
111306,0,144000,90000
111309,0,202500,51930
111311,0,247500,160877.4
111313,0,87300,0
111314,0,184500,135000
111319,0,225000,64044.45
111322,0,225000,31230
111331,0,184500,71928
111334,0,193500,152609.4
111336,0,247500,454500
111350,0,292500,715500
111360,0,225000,149836.5
111376,0,315000,312336
111380,0,157500,476730
111387,0,225000,82265.58
111390,0,112500,180000
111400,0,157500,45405
111406,0,270000,371250
111413,0,32139,270000
111416,0,450000,450000
111424,0,157500,85009.5
111425,0,90000,15948
111426,0,202500,135000
111427,0,225000,350964
111428,0,157500,85500
111433,0,90000,2295000
111448,0,135000,144000
111449,1,270000,180000
111459,0,90000,80085.6
111469,0,189000,81765
111473,0,144000,81000
111474,0,270000,67500
111476,0,112500,324000
111479,1,247500,70435.8
111484,0,112500,68319
111492,0,67500,158517
111505,0,180000,132750
111515,0,103500,164109.6
111524,0,67500,112500
111531,0,135000,592105.5
111534,0,45000,35055
111545,1,90000,65452.5
111552,0,90000,90750.78
111553,0,225000,472500
111557,1,141750,83250
111561,0,315000,0
111578,0,159750,245250
111584,0,135000,39852
111585,0,135000,76810.5
111588,0,180000,49500
111602,0,247500,450000
111605,0,81000,22720.5
111617,0,292500,468000
111624,0,315000,1233000
111625,0,180000,238500
111630,0,166500,40905
111632,0,360000,27180
111634,0,225000,14872.5
111635,0,270000,471150
111636,0,315000,90000
111653,0,450000,972000
111659,0,112500,47916
111663,0,202500,144495
111666,0,135000,36071.1
111677,0,270000,82907.28
111678,0,247500,450000
111681,0,225000,111145.5
111682,0,180000,22045.5
111690,1,135000,157500
111701,0,292500,855000
111723,0,247500,216000
111733,0,270000,44676
111734,0,202500,67500
111735,0,180000,993780
111737,0,157500,0
111739,0,135000,167836.7
111743,0,112500,17670.65
111745,0,157500,67500
111753,0,360000,450000
111759,0,90000,67500
111762,1,162000,67500
111770,0,180000,121950
111771,0,202500,108754.6
111790,0,180000,157500
111800,0,112500,135000
111820,0,135000,18000
111824,0,360000,43605
111826,0,157500,29700
111853,0,180000,79582.5
111863,0,225000,270000
111873,0,157500,1350000
111874,0,292500,180000
111878,0,211500,594748.8
111894,0,81000,135225
111895,0,135000,67500
111902,0,90000,225000
111904,0,184500,98177.58
111907,0,126000,238221
111916,0,103500,0
111917,0,157500,84874.5
111921,0,202500,57780
111931,0,225000,760500
111938,0,112500,104767.4
111940,0,45000,0
111949,0,675000,3091199
111953,0,225000,0
111956,0,360000,450000
111959,0,180000,98723.97
111961,0,247500,225000
111963,0,180000,540000
111964,0,99000,28877.4
111983,0,135000,900000
111985,0,117000,22500
111989,0,126000,30042
111992,0,112500,144000
111993,0,121500,450000
111996,0,135000,135000
112009,0,202500,675000
112011,0,157500,65691
112018,0,90000,450000
112023,1,247500,1260000
112025,0,117000,48996
112033,0,90000,17955
112034,0,135000,225000
112041,0,90000,15655.5
112044,0,234000,27440.19
112047,0,135000,70519.5
112053,0,405000,450000
112059,0,193500,180000
112062,0,180000,175500
112064,0,202500,56250
112072,0,315000,405000
112099,0,184500,260235
112108,0,202500,225000
112116,0,135000,225000
112117,0,90000,45000
112120,0,135000,1759500
112133,0,387000,0
112135,1,112500,14805
112136,0,117000,630000
112138,0,135000,64215
112140,0,157500,36315
112142,0,135000,209250
112144,0,72000,15310.08
112153,0,117000,33133.5
112159,1,225000,115785
112161,0,202500,458460
112163,0,238500,954000
112178,0,180000,5067000
112179,0,90000,92578.5
112184,0,121500,112320
112189,0,292500,583650
112194,0,360000,0
112206,0,346500,1206495
112207,0,171000,13500
112209,0,180000,135000
112221,1,202500,59846.04
112223,0,270000,4500
112228,0,247500,1555002
112232,0,234000,247500
112237,0,126000,90000
112241,0,256500,48371.58
112247,1,202500,405000
112258,0,153000,1665000
112259,0,135000,48577.5
112260,0,207000,74250
112261,0,90000,57600
112264,0,301500,450000
112272,0,180000,225000
112279,0,270000,310500
112293,0,78750,23274.54
112296,0,157500,193055.9
112315,1,360000,1021500
112336,0,405000,40455
112337,0,112500,23805
112344,1,72000,369000
112351,0,180000,90612.72
112358,0,225000,423000
112362,0,765000,45000
112370,0,450000,1201500
112376,0,117000,22626
112377,0,157500,210343.5
112383,0,180000,225000
112386,0,225000,39834
112387,0,225000,232065
112394,0,110250,1206000
112395,0,52650,135000
112396,0,360000,146025
112398,0,157500,18345.24
112399,0,315000,55840.5
112404,0,90000,73440
112409,0,189000,90630.72
112411,0,225000,260415
112415,0,180000,2250000
112417,0,112500,59049
112423,0,135000,1.377e+07
112428,1,292500,32265
112432,0,180000,43020
112433,0,90000,900000
112434,0,202500,16933.5
112435,0,270000,72274.5
112437,0,112500,45000
112442,1,157500,51750
112443,0,225000,333711
112444,0,171000,161937
112447,0,157500,180000
112450,0,225000,225000
112453,0,225000,50832
112456,0,225000,414000
112477,1,103500,0
112487,0,94500,74160
112490,0,180000,116757
112497,0,180000,21150
112502,0,135000,45000
112504,0,153000,450000
112511,0,58500,76500
112514,0,90000,135000
112518,1,112500,52569
112523,1,135000,13500
112536,0,135000,393750
112546,0,202500,167220
112549,0,180000,244620
112554,0,270000,109305
112571,0,112500,159682.5
112572,0,40500,270000
112578,0,144000,54549
112582,0,157500,450000
112586,0,135000,127035
112589,0,90000,23175
112599,0,270000,259452
112600,0,135000,0
112602,0,90000,183564
112608,0,405000,460728
112609,1,180000,1485000
112619,0,150750,450000
112624,0,135000,147060
112631,0,270000,333765
112633,0,202500,32953.5
112636,0,180000,32242.5
112645,0,189000,141345
112646,0,112500,2700000
112648,0,157500,360000
112656,0,225000,126462.8
112660,0,157500,50040
112664,0,112500,756000
112666,0,90000,67500
112673,0,189000,72214.65
112674,0,135000,360000
112678,1,202500,144000
112685,0,112500,732105
112690,0,540000,195858
112698,0,279000,125145
112699,0,247500,149062.5
112705,0,180000,114565.5
112712,0,180000,125572.5
112716,0,135000,171000
112723,0,90000,616500
112728,0,157500,84793.5
112729,0,157500,28392.12
112730,0,193500,120240
112731,0,247500,324000
112732,0,225000,45000
112737,0,157500,337500
112746,0,166500,112500
112758,0,315000,90000
112759,0,157500,41598
112765,0,99000,53740.98
112772,0,225000,90272.7
112788,0,225000,26110.08
112801,0,99000,180000
112805,0,270000,50904
112813,1,225000,315000
112818,0,180000,135000
112823,0,112500,38565
112833,0,135000,45706.5
112834,0,202500,132223.5
112836,0,315000,95130
112839,0,135000,22500
112849,1,112500,0
112852,0,126000,225000
112854,0,202500,1690443
112866,0,202500,0
112875,0,202500,540000
112885,0,112500,99000
112894,0,1350000,900004.5
112901,0,130500,32679.27
112905,0,450000,170550
112912,0,157500,42387.39
112918,1,180000,225000
112922,0,180000,360000
112936,1,270000,0
112938,0,157500,364500
112954,0,202500,1125000
112970,0,121500,0
112980,0,73575,708079.5
112983,0,225000,128245.9
112987,0,112500,35818.2
113008,0,180000,1800000
113016,0,202500,589500
113022,0,135000,112500
113023,0,121500,393300
113024,0,67500,270000
113030,0,468000,92898.9
113038,0,202500,87139.8
113040,0,139500,120281.4
113048,0,157500,540000
113053,0,90000,1350000
113054,0,360000,166239
113062,0,225000,225000
113069,0,135000,77994
113074,0,306000,130636.6
113094,0,67500,137560.5
113096,0,270000,427500
113113,0,90000,74376
113114,0,112500,119250
113121,0,180000,360441
113127,1,135000,112590
113145,0,328500,29569.5
113149,0,270000,0
113168,0,45000,136768.5
113172,0,180000,101880
113173,0,166500,67500
113174,0,382500,405000
113194,1,450000,58212
113206,0,121500,225000
113207,0,225000,0
113213,0,1125000,378000
113233,0,270000,74208.15
113234,0,175500,202500
113237,0,180000,28035
113243,0,135000,82800
113252,0,162000,953460
113255,0,76500,57825
113263,0,270000,270000
113268,0,202500,111370.5
113284,0,225000,98901
113286,0,216000,1349595
113300,0,360000,760500
113319,0,144000,90000
113327,0,450000,113621.7
113328,0,157500,216000
113329,0,225000,1497506
113333,0,135000,152365.7
113339,0,81000,26753.04
113342,0,180000,177948
113344,0,202500,15705
113345,0,157500,633802.5
113348,0,180000,84667.5
113351,0,157500,135000
113354,0,67500,0
113355,0,225000,168160.5
113372,0,90000,81000
113378,0,225000,30932.46
113383,0,315000,0
113398,0,202500,450000
113404,0,405000,592960.5
113414,0,157500,225000
113416,1,247500,39510
113422,0,67500,108000
113427,0,157500,0
113428,0,225000,675000
113430,0,112500,346500
113433,0,81000,135000
113436,0,135000,675000
113439,0,81000,95760
113446,0,270000,1757700
113456,0,112500,300082.5
113457,0,135000,59805
113461,1,202500,405000
113467,0,292500,5265000
113473,0,112500,29996.55
113483,0,202500,60637.5
113495,0,90000,157500
113498,0,337500,48784.5
113500,0,225000,128385
113504,0,225000,176310
113514,0,180000,180000
113522,0,270000,324000
113526,0,270000,67500
113527,0,247500,135000
113529,0,112500,494550
113533,0,405000,4500
113562,0,247500,90000
113564,0,225000,2497500
113568,0,180000,0
113570,0,135000,297000
113573,0,157500,225000
113581,0,148500,24147
113582,0,180000,73755
113604,0,135000,144000
113612,0,90000,346500
113614,0,405000,89529.48
113617,0,180000,270000
113620,0,135000,216000
113624,0,180000,63612
113637,1,180000,38970
113639,0,139500,450000
113645,0,225000,202500
113655,0,157500,236250
113660,0,76500,180000
113681,0,67500,2250000
113697,1,45000,25195.5
113702,0,270000,1485000
113721,0,157500,225000
113722,0,67500,112500
113723,0,112500,299052
113725,0,225000,900000
113729,0,157500,9000
113735,0,135000,85882.5
113736,0,180000,685125
113745,0,171000,4050000
113750,0,180000,90000
113751,0,270000,260550
113752,0,135000,225000
113764,0,225000,630000
113766,1,270000,0
113767,0,135000,0
113770,0,49500,35325
113772,0,292500,126684
113780,0,112500,40298.85
113785,0,157500,900000
113787,0,180000,0
113793,0,270000,0
113802,0,292500,120340.8
113808,0,225000,540000
113809,0,225000,78934.5
113815,0,148500,45000.9
113819,0,180000,19345.5
113827,0,292500,103221
113828,0,135000,450000
113830,0,157500,23063.62
113844,0,157500,354928.5
113857,0,234000,215325
113858,0,135000,216000
113860,1,216000,202500
113868,0,198000,43674.93
113879,0,202500,182205
113885,0,225000,135000
113888,0,180000,0
113892,0,180000,450000
113896,0,157500,71640
113904,0,135000,24264
113908,0,171000,2025000
113912,0,112500,74070
113916,0,135000,83065.5
113924,0,315000,121284
113937,0,112500,49680
113944,0,270000,175050
113956,1,360000,24750
113960,0,225000,160978.5
113961,0,135000,59130
113965,0,225000,360000
113969,0,157500,450000
113974,0,315000,120100.5
113978,0,337500,225000
113980,0,112500,270000
113981,1,67500,43470
113985,0,112500,76545
113990,0,675000,231750
114008,0,90000,45000
114014,0,135000,1786500
114015,0,157500,131805
114017,0,202500,225000
114027,0,112500,45000
114029,1,292500,630000
114033,0,270000,228960
114034,0,360000,157950
114041,0,225000,60660
114045,0,144000,162000
114051,0,225000,360000
114054,0,90000,67500
114057,0,112500,155596.5
114061,0,81000,123750
114083,1,225000,163003.5
114090,0,135000,33615
114097,0,112500,291780.9
114108,0,112500,126243
114110,0,112500,67500
114118,0,202500,167355
114120,0,67500,29830.5
114123,0,315000,22500
114138,0,306000,225000
114150,0,157500,77845.5
114163,0,157500,37242
114164,0,450000,2481865
114165,0,225000,0
114166,1,135000,0
114170,1,180000,202500
114174,1,166500,65745.81
114178,0,270000,180000
114192,0,540000,40500
114211,1,180000,117571.5
114212,0,51750,42111
114218,0,135000,84645
114231,1,166500,90000
114233,0,436500,675000
114246,1,112500,36000
114257,0,157500,184500
114261,0,225000,271800
114262,0,157500,846000
114263,0,405000,57973.5
114264,0,81000,70425
114268,0,90000,0
114269,0,135000,225000
114277,0,67500,26648.1
114279,0,180000,45000
114292,0,495000,1687500
114293,0,117000,180000
114297,0,99000,4.5
114299,0,225000,456750
114300,0,157500,0
114308,1,90000,225000
114309,0,562500,26545.5
114312,1,157500,52605
114322,0,292500,83385
114329,0,189000,235800
114331,0,112500,1303200
114336,0,135000,19683
114341,0,360000,1485000
114348,0,117000,101679.8
114358,0,247500,40455
114367,0,90000,792000
114372,0,108000,55885.32
114374,0,540000,225000
114383,0,94500,49500
114384,0,90000,22500
114385,0,292500,363739.5
114391,0,135000,553500
114392,0,292500,68739.84
114395,0,292500,152266.5
114399,1,157500,97006.5
114404,0,225000,45000
114407,0,157500,531000
114408,0,202500,35775
114410,0,112500,27045
114411,0,202500,4500000
114417,1,135000,49275
114419,0,262800,90720
114420,0,225000,134910
114427,0,135000,34862.85
114431,0,119250,450000
114433,0,112500,225000
114438,0,225000,125275.5
114444,0,112500,68715
114445,0,157500,405000
114450,0,99000,135000
114451,0,112500,77857.2
114471,0,495000,103500
114472,0,193500,55584
114474,0,315000,145215
114479,1,135000,54891
114488,0,225000,135000
114489,0,202500,1350000
114491,0,72000,270000
